MATABELELAND NORTH PROVINCE : 2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,POLLING STATION CODE,Busha Joseph Makamba FreeZim Congress,"Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
national Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
,,,,,,,,,,,,,,BINGA NORTH CONSTITUENCY,,,,,,,,,,,,,,,,,,
,,,,5 POLLING STATIONS,WARD TOTAL,6,655,7,2,5,2,4,39,0,1,3,1,3,0,631,7,1,5,27,1,2,16,2,18,0,1438,1420
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho North,Tsholotsho RDC,6,Jimila Primary School,7300TSH0601,1,108,2,0,0,0,0,15,0,0,0,0,0,0,120,3,0,3,4,0,2,2,0,10,0,270,260
Tsholotsho,Tsholotsho North,Tsholotsho RDC,6,Jimila Secondary School,7300TSH0602,0,74,0,0,0,0,0,3,0,0,0,0,0,0,86,0,0,0,0,0,0,0,1,5,0,169,164
Tsholotsho,Tsholotsho North,Tsholotsho RDC,6,Mahlaba Primary School,7300TSH0603,0,41,0,0,0,0,0,3,0,2,0,0,0,0,35,1,0,1,1,0,0,0,1,8,0,93,85
Tsholotsho,Tsholotsho North,Tsholotsho RDC,6,Mako Tent,7300TSH0604,0,29,0,0,0,0,0,2,0,0,0,0,1,0,81,0,0,0,16,1,0,0,0,2,0,132,130
Tsholotsho,Tsholotsho North,Tsholotsho RDC,6,Matupula Primary School,7300TSH0605,2,122,1,0,0,2,1,13,0,0,1,0,0,3,186,2,0,1,2,2,2,2,0,9,0,351,342
Tsholotsho,Tsholotsho North,Tsholotsho RDC,6,Nkwizhu Primary School,7300TSH0606,3,113,3,0,2,1,2,6,0,0,0,0,0,2,223,0,1,0,1,2,3,0,4,6,0,372,366
Tsholotsho,Tsholotsho North,Tsholotsho RDC,6,Tshino Primary School,7300TSH0607,1,250,3,1,2,4,2,15,0,0,0,2,0,0,178,7,1,2,3,1,1,2,1,4,0,480,476
Tsholotsho,Tsholotsho North,Tsholotsho RDC,6,Zabagwadi Tent,7300TSH0608,1,73,3,0,0,0,1,6,1,0,0,0,0,0,133,1,2,1,2,1,0,1,1,7,0,234,227
,,,,8 POLLING STATIONS,WARD TOTAL,8,810,12,1,4,7,6,63,1,2,1,2,1,5,1042,14,4,8,29,7,8,7,8,51,0,2101,2050
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho North,Tsholotsho RDC,7,Gulalikabili Tent,7300TSH0701,2,46,0,0,1,0,1,4,0,0,0,0,0,0,59,1,0,0,7,0,0,0,0,6,0,127,121
Tsholotsho,Tsholotsho North,Tsholotsho RDC,7,Khumbula Primary School,7300TSH0702,0,31,1,0,0,0,0,5,0,0,0,0,2,0,51,0,0,0,2,0,0,0,0,1,0,93,92
Tsholotsho,Tsholotsho North,Tsholotsho RDC,7,Mgomeni Primary School,7300TSH0703,0,27,1,0,0,1,0,1,0,0,0,0,1,0,52,0,0,0,7,0,0,0,0,2,0,92,90
Tsholotsho,Tsholotsho North,Tsholotsho RDC,7,Mpilo Primary School,7300TSH0704,2,45,1,0,0,0,0,5,0,0,0,0,0,0,62,1,0,1,0,0,0,0,0,3,0,120,117
Tsholotsho,Tsholotsho North,Tsholotsho RDC,7,Patalika Hall,7300TSH0705,0,53,1,0,0,0,0,5,0,0,0,1,0,2,71,1,0,1,14,0,0,0,0,2,0,151,149
Tsholotsho,Tsholotsho North,Tsholotsho RDC,7,Pelandaba Primary School,7300TSH0706,0,37,1,0,0,0,0,1,0,1,0,0,0,0,131,1,0,3,1,1,1,1,0,3,0,182,179
Tsholotsho,Tsholotsho North,Tsholotsho RDC,7,Pelela Primary School,7300TSH0707,1,25,0,0,0,0,0,1,0,0,0,0,0,0,118,0,0,2,1,0,0,2,1,4,0,155,151
Tsholotsho,Tsholotsho North,Tsholotsho RDC,7,Pumula DDF Rest Camp Tent,7300TSH0708,0,61,0,0,0,0,1,3,0,0,0,0,0,0,44,1,0,0,3,0,0,1,0,3,0,117,114
Tsholotsho,Tsholotsho North,Tsholotsho RDC,7,Sifulasengwe Tent,7300TSH0709,6,66,1,0,1,1,0,2,0,0,0,0,1,0,63,2,0,1,2,0,0,0,0,3,0,149,146
Tsholotsho,Tsholotsho North,Tsholotsho RDC,7,Tembile Primary School,7300TSH0710,0,36,0,0,0,0,0,0,0,1,0,0,0,0,52,0,0,0,0,0,1,0,0,0,0,90,90
,,,,10 POLLING STATIONS,WARD TOTAL,11,427,6,0,2,2,2,27,0,2,0,1,4,2,703,7,0,8,37,1,2,4,1,27,0,1276,1249
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho North,Tsholotsho RDC,8,Butabubili Primary School,7300TSH0801,4,113,5,0,0,1,0,5,0,1,2,2,0,5,119,7,1,3,7,0,1,3,2,6,0,287,281
Tsholotsho,Tsholotsho North,Tsholotsho RDC,8,Dzokodzi Tent,7300TSH0802,0,20,0,0,0,0,1,4,0,0,0,0,0,0,120,0,0,0,0,1,1,0,1,2,0,150,148
Tsholotsho,Tsholotsho North,Tsholotsho RDC,8,Jalume Tent,7300TSH0803,1,55,1,0,0,0,0,8,0,0,1,0,0,0,106,0,0,0,2,0,0,0,0,3,0,177,174
Tsholotsho,Tsholotsho North,Tsholotsho RDC,8,Lubizi Tent,7300TSH0804,0,41,1,0,0,0,0,0,0,1,0,0,0,0,57,0,1,0,0,0,2,0,1,7,0,111,104
Tsholotsho,Tsholotsho North,Tsholotsho RDC,8,Mbiriya Primary School,7300TSH0805,7,103,1,0,0,2,2,16,2,0,0,0,0,1,121,5,0,1,1,2,2,0,1,7,0,274,267
Tsholotsho,Tsholotsho North,Tsholotsho RDC,8,Mgodimasili Tent,7300TSH0806,3,83,1,0,0,0,0,3,0,0,0,0,0,1,164,1,0,1,0,0,0,0,2,1,0,260,259
Tsholotsho,Tsholotsho North,Tsholotsho RDC,8,Nkalange Tent,7300TSH0807,1,36,3,0,0,0,0,3,0,0,0,0,0,0,154,2,0,0,0,0,1,0,0,2,0,202,200
Tsholotsho,Tsholotsho North,Tsholotsho RDC,8,Ntulula Primary School,7300TSH0808,0,27,0,0,0,0,0,1,0,0,0,0,0,1,32,1,0,0,0,0,0,0,0,1,0,63,62
Tsholotsho,Tsholotsho North,Tsholotsho RDC,8,Sandawana Primary School,7300TSH0809,3,48,1,1,0,0,1,6,1,0,0,0,0,1,50,0,0,1,1,0,0,0,1,0,0,115,115
Tsholotsho,Tsholotsho North,Tsholotsho RDC,8,Sasedza Primary School,7300TSH0810,1,41,0,0,0,1,0,6,0,0,0,0,0,0,161,2,0,1,0,1,1,0,0,6,0,221,215
Tsholotsho,Tsholotsho North,Tsholotsho RDC,8,Tshitatshawa Primary School,7300TSH0811,4,70,0,0,1,2,0,7,0,0,0,0,0,0,61,1,0,0,1,0,0,0,0,3,0,150,147
,,,,11 POLLING STATIONS,WARD TOTAL,24,637,13,1,1,6,4,59,3,2,3,2,0,9,1145,19,2,7,12,4,8,3,8,38,0,2010,1972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho North,Tsholotsho RDC,9,Cross Jowa Tent,7300TSH0901,0,27,1,0,0,0,0,1,0,0,0,0,0,0,95,0,0,0,3,0,0,0,0,1,0,128,127
Tsholotsho,Tsholotsho North,Tsholotsho RDC,9,Dlakapiya Primary School,7300TSH0902,1,50,0,0,0,0,1,1,0,0,0,0,0,1,112,0,0,1,0,0,0,1,0,0,0,168,168
Tsholotsho,Tsholotsho North,Tsholotsho RDC,9,Jowa Primary School,7300TSH0903,1,97,1,0,0,0,0,2,0,0,0,0,0,1,163,0,0,1,9,0,1,0,0,3,0,279,276
Tsholotsho,Tsholotsho North,Tsholotsho RDC,9,Mahole Primary School,7300TSH0904,0,64,0,0,0,0,0,0,0,0,0,0,0,0,116,1,0,1,1,0,0,0,0,2,0,185,183
Tsholotsho,Tsholotsho North,Tsholotsho RDC,9,Malindi Primary School,7300TSH0905,0,59,0,0,0,0,1,1,0,0,0,0,0,1,92,1,0,0,1,0,1,0,0,0,0,157,157
Tsholotsho,Tsholotsho North,Tsholotsho RDC,9,Mkhayeni Primary School,7300TSH0906,0,54,0,0,0,1,0,2,0,0,0,0,0,0,141,0,0,1,1,0,0,0,1,1,0,202,201
Tsholotsho,Tsholotsho North,Tsholotsho RDC,9,Mpanedziba Primary School,7300TSH0907,0,205,2,1,0,2,1,7,0,1,0,1,0,3,230,4,0,2,0,0,1,1,1,3,0,465,462
Tsholotsho,Tsholotsho North,Tsholotsho RDC,9,Pondo Tent,7300TSH0908,1,32,0,0,1,0,0,4,0,0,0,0,1,1,68,0,0,0,12,0,0,1,1,1,0,123,122
Tsholotsho,Tsholotsho North,Tsholotsho RDC,9,Zibungululu Primary School,7300TSH0909,1,52,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0,1,2,0,1,0,0,0,0,122,122
,,,,9 POLLING STATIONS,WARD TOTAL,4,640,4,1,1,3,3,18,0,1,0,1,1,7,1081,7,0,7,29,0,4,3,3,11,0,1829,1818
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho North,Tsholotsho RDC,21,Dadamjena Tent,7300TSH2101,1,50,3,0,0,3,0,0,1,0,0,0,1,0,124,1,0,1,0,0,0,0,1,0,0,186,186
Tsholotsho,Tsholotsho North,Tsholotsho RDC,21,Mhlatshwa Tent,7300TSH2102,4,36,2,0,0,0,0,0,0,0,1,0,0,0,67,2,0,0,0,0,1,1,0,3,0,117,114
Tsholotsho,Tsholotsho North,Tsholotsho RDC,21,Nakabindani Tent,7300TSH2103,0,45,0,0,0,2,0,3,0,0,0,0,0,0,45,1,0,2,1,0,1,0,0,2,0,102,100
Tsholotsho,Tsholotsho North,Tsholotsho RDC,21,Tshakabanda Tent,7300TSH2104,0,17,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,4,0,0,0,0,0,0,57,57
Tsholotsho,Tsholotsho North,Tsholotsho RDC,21,Tshibizina Primary School,7300TSH2105,0,89,0,0,0,0,1,0,0,0,0,0,0,0,31,1,0,0,4,0,0,0,0,1,0,127,126
,,,,5 POLLING STATIONS,WARD TOTAL,5,237,5,0,0,5,1,3,1,0,1,0,1,0,303,5,0,3,9,0,2,1,1,6,0,589,583
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TSHOLOTSHO  NORTH CONSTITUENCY TOTAL,,90,5580,74,7,20,42,28,369,7,11,11,10,16,27,7148,77,10,56,170,19,35,49,31,224,0,14111,13887
,,,,,,,,,,,,,,TSHOLOTSHO SOUTH CONSTITUENCY,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho South,Tsholotsho RDC,10,Madlangombe Clinic Tent,7300TSH1001,0,111,3,0,0,4,1,7,0,0,1,0,0,1,55,1,0,0,0,0,0,1,0,6,0,191,185
Tsholotsho,Tsholotsho South,Tsholotsho RDC,10,Mapane Hall,7300TSH1002,1,45,3,1,1,1,0,35,0,0,0,0,0,1,77,1,1,1,3,0,1,1,1,6,0,180,174
Tsholotsho,Tsholotsho South,Tsholotsho RDC,10,Mdanyazana Tent,7300TSH1003,0,57,0,0,0,2,0,6,0,0,0,0,0,0,83,1,0,3,0,0,0,1,1,2,0,156,154
Tsholotsho,Tsholotsho South,Tsholotsho RDC,10,Mtshina Primary School,7300TSH1004,0,84,1,0,0,0,0,5,0,1,0,1,0,0,76,3,0,1,0,1,0,1,0,3,0,177,174
Tsholotsho,Tsholotsho South,Tsholotsho RDC,10,Sikente Primary School,7300TSH1005,2,71,2,0,1,6,0,4,0,0,0,1,1,2,108,2,0,1,0,0,1,0,0,4,0,206,202
Tsholotsho,Tsholotsho South,Tsholotsho RDC,10,Sikente Secondary School,7300TSH1006,1,13,2,0,2,0,0,3,1,0,1,0,0,0,53,1,0,0,0,1,0,1,0,2,0,81,79
Tsholotsho,Tsholotsho South,Tsholotsho RDC,10,Zibalongwe Primary School,7300TSH1007,0,38,1,0,2,2,0,3,0,0,0,0,0,0,34,0,0,1,1,0,0,0,1,2,0,85,83
,,,,7 POLLING STATIONS,WARD TOTAL,4,419,12,1,6,15,1,63,1,1,2,2,1,4,486,9,1,7,4,2,2,5,3,25,0,1076,1051
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho South,Tsholotsho RDC,11,Nanda Primary School,7300TSH1101,2,28,0,0,2,0,0,3,0,0,0,0,0,0,251,0,0,1,0,1,0,4,1,6,0,299,293
Tsholotsho,Tsholotsho South,Tsholotsho RDC,11,Nemane Primary School,7300TSH1102,2,91,0,0,0,0,0,3,0,1,0,0,0,1,95,0,0,0,0,0,0,1,0,6,0,200,194
Tsholotsho,Tsholotsho South,Tsholotsho RDC,11,Ngubomlilo Business Centre Tent,7300TSH1103,0,88,2,0,0,3,0,3,0,1,0,0,0,2,92,0,0,0,0,0,1,0,1,0,0,193,193
,,,,3 POLLING STATIONS,WARD TOTAL,4,207,2,0,2,3,0,9,0,2,0,0,0,3,438,0,0,1,0,1,1,5,2,12,0,692,680
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho South,Tsholotsho RDC,12,Kawutshe Tent,7300TSH1201,0,39,1,0,0,0,1,3,0,0,0,0,1,0,24,0,0,2,1,1,1,1,1,1,0,77,76
Tsholotsho,Tsholotsho South,Tsholotsho RDC,12,Manqe Primary School,7300TSH1202,2,152,6,0,2,0,3,6,0,1,0,0,0,0,58,1,1,2,2,2,2,1,0,2,0,243,241
Tsholotsho,Tsholotsho South,Tsholotsho RDC,12,Matshudula Primary School,7300TSH1203,1,27,1,0,0,1,1,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1,0,5,0,72,67
Tsholotsho,Tsholotsho South,Tsholotsho RDC,12,Mazibisa Primary School,7300TSH1204,0,67,1,0,0,0,0,3,0,0,0,0,0,0,70,1,1,1,1,1,0,3,0,2,0,151,149
Tsholotsho,Tsholotsho South,Tsholotsho RDC,12,Mhlabangubo Primary School,7300TSH1205,0,116,0,0,1,0,0,10,0,1,0,0,0,1,237,1,1,1,0,0,1,1,1,6,0,378,372
Tsholotsho,Tsholotsho South,Tsholotsho RDC,12,Sontamba Tent,7300TSH1206,1,80,4,2,0,0,2,12,0,0,0,0,1,0,94,1,0,2,1,2,1,1,0,1,0,205,204
Tsholotsho,Tsholotsho South,Tsholotsho RDC,12,Susumane Tent,7300TSH1207,1,130,4,0,2,4,2,6,0,0,1,1,1,2,76,0,0,1,1,3,2,0,3,0,0,240,240
Tsholotsho,Tsholotsho South,Tsholotsho RDC,12,Tsholotsho High School,7300TSH1208,0,136,2,1,0,6,1,31,1,0,1,1,1,4,101,2,1,1,2,1,1,1,1,4,0,300,296
Tsholotsho,Tsholotsho South,Tsholotsho RDC,12,Wondola Primary School,7300TSH1209,3,104,4,0,0,1,0,6,0,2,0,0,0,0,98,0,2,3,1,0,3,1,0,2,0,230,228
,,,,9 POLLING STATIONS,WARD TOTAL,8,851,23,3,5,12,10,77,1,4,2,2,4,7,793,6,6,13,9,10,11,10,6,23,0,1896,1873
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho South,Tsholotsho RDC,13,Godzo Hall,7300TSH1301,1,41,2,0,0,0,0,13,1,1,0,0,0,5,151,0,0,0,0,0,0,2,0,4,0,221,217
Tsholotsho,Tsholotsho South,Tsholotsho RDC,13,Magama Primary School,7300TSH1302,1,80,0,0,0,0,0,2,0,0,1,0,0,1,83,0,0,0,0,1,0,0,0,3,0,172,169
Tsholotsho,Tsholotsho South,Tsholotsho RDC,13,Mvundlana Primary School,7300TSH1303,1,171,1,0,0,0,2,16,0,0,0,0,1,1,215,5,1,2,0,0,1,1,1,4,0,423,419
Tsholotsho,Tsholotsho South,Tsholotsho RDC,13,Ngqoya Business Centre Hall Tent,7300TSH1304,1,169,1,0,0,1,0,5,0,1,0,1,0,0,104,0,0,2,2,1,0,0,0,3,0,291,288
Tsholotsho,Tsholotsho South,Tsholotsho RDC,13,Nhlangano Primary School,7300TSH1305,0,88,1,0,0,0,0,4,0,0,0,0,0,0,64,1,0,0,0,0,0,0,1,2,0,161,159
,,,,5 POLLING STATIONS,WARD TOTAL,4,549,5,0,0,1,2,40,1,2,1,1,1,7,617,6,1,4,2,2,1,3,2,16,0,1268,1252
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho South,Tsholotsho RDC,14,Bulalangena Line Tent,7300TSH1401,2,10,1,0,0,0,2,5,2,0,0,0,0,0,87,1,0,0,0,0,0,1,1,8,0,120,112
Tsholotsho,Tsholotsho South,Tsholotsho RDC,14,Lulwane Line Tent,7300TSH1402,0,11,3,0,0,0,0,5,0,0,2,0,1,0,109,0,1,0,1,0,3,0,0,4,0,140,136
Tsholotsho,Tsholotsho South,Tsholotsho RDC,14,Madabu Primary School,7300TSH1403,2,5,0,0,0,0,2,31,0,0,1,0,1,0,82,3,0,0,1,1,3,0,1,7,0,140,133
Tsholotsho,Tsholotsho South,Tsholotsho RDC,14,Makaza Primary School,7300TSH1404,2,52,0,0,0,1,1,12,0,1,0,0,0,0,188,1,1,0,1,1,0,0,1,8,0,270,262
Tsholotsho,Tsholotsho South,Tsholotsho RDC,14,Malanda Primary School,7300TSH1405,1,66,5,0,2,1,1,7,0,0,1,0,0,1,240,0,0,1,0,2,2,1,2,6,0,339,333
,,,,5 POLLING STATIONS,WARD TOTAL,7,144,9,0,2,2,6,60,2,1,4,0,2,1,706,5,2,1,3,4,8,2,5,33,0,1009,976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho South,Tsholotsho RDC,15,Dinyane Primary School,7300TSH1501,2,156,3,0,0,3,0,11,0,0,0,0,0,6,182,2,0,2,0,1,1,0,5,7,0,381,374
Tsholotsho,Tsholotsho South,Tsholotsho RDC,15,Gandisa Tent,7300TSH1502,2,71,1,0,1,1,0,5,0,0,0,0,1,1,33,4,0,0,0,2,0,0,1,8,0,131,123
Tsholotsho,Tsholotsho South,Tsholotsho RDC,15,Gotshane Business Centre Tent,7300TSH1503,3,100,2,0,1,5,0,5,0,3,1,0,0,0,107,0,1,1,2,0,0,1,0,3,0,235,232
Tsholotsho,Tsholotsho South,Tsholotsho RDC,15,Gwese Line Tent,7300TSH1504,1,53,2,1,0,3,1,11,0,0,0,1,0,1,130,2,0,0,0,0,2,1,1,4,0,214,210
Tsholotsho,Tsholotsho South,Tsholotsho RDC,15,Mbamba Business Centre Tent,7300TSH1505,3,121,2,2,1,1,1,18,0,2,0,1,2,0,161,4,1,1,2,2,3,2,2,7,0,339,332
Tsholotsho,Tsholotsho South,Tsholotsho RDC,15,Mbowane Business Centre Tent,7300TSH1506,3,142,4,0,1,3,3,11,1,0,0,0,0,7,156,3,0,1,1,1,1,1,0,6,0,345,339
Tsholotsho,Tsholotsho South,Tsholotsho RDC,15,Mguzana Tent,7300TSH1507,1,64,1,0,0,1,1,3,3,0,1,0,0,0,86,0,1,0,0,0,2,0,0,4,0,168,164
Tsholotsho,Tsholotsho South,Tsholotsho RDC,15,Simanje Hall Tent,7300TSH1508,2,49,1,1,0,0,1,9,0,1,0,0,0,4,164,0,0,0,1,1,0,1,0,5,0,240,235
Tsholotsho,Tsholotsho South,Tsholotsho RDC,15,Siyangaya Primary School,7300TSH1509,2,76,0,1,1,2,3,10,1,0,0,1,0,2,71,0,0,1,1,2,1,0,0,7,0,182,175
,,,,9 POLLING STATIONS,WARD TOTAL,19,832,16,5,5,19,10,83,5,6,2,3,3,21,1090,15,3,6,7,9,10,6,9,51,0,2235,2184
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho South,Tsholotsho RDC,16,Dikili West Tent,7300TSH1601,2,39,0,0,0,0,0,3,0,0,0,0,0,4,134,2,0,1,1,0,2,0,1,3,0,192,189
Tsholotsho,Tsholotsho South,Tsholotsho RDC,16,Dogwe Primary School,7300TSH1602,0,34,1,0,1,0,0,2,1,0,0,0,0,0,71,1,0,2,1,0,0,1,1,0,0,116,116
Tsholotsho,Tsholotsho South,Tsholotsho RDC,16,Mathula Secondary School,7300TSH1603,3,67,3,0,1,1,1,6,2,2,0,0,0,0,160,2,0,1,0,1,1,0,1,6,0,258,252
Tsholotsho,Tsholotsho South,Tsholotsho RDC,16,Nata Primary School,7300TSH1604,4,43,1,0,1,2,0,7,0,1,0,0,0,2,111,0,0,1,2,0,1,0,0,16,0,192,176
Tsholotsho,Tsholotsho South,Tsholotsho RDC,16,Shaba Primary School,7300TSH1605,4,72,2,0,0,0,1,13,1,0,1,1,0,2,243,4,0,1,1,1,1,0,2,9,0,359,350
,,,,5 POLLING STATIONS,WARD TOTAL,13,255,7,0,3,3,2,31,4,3,1,1,0,8,719,9,0,6,5,2,5,1,5,34,0,1117,1083
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho South,Tsholotsho RDC,17,Bubude Primary School,7300TSH1701,0,156,2,0,1,1,0,16,3,1,1,0,1,1,125,1,0,0,0,0,1,0,0,7,0,317,310
Tsholotsho,Tsholotsho South,Tsholotsho RDC,17,Dliwampondo Tent,7300TSH1702,2,47,1,0,0,3,0,1,1,0,0,1,0,1,121,0,0,1,0,0,0,0,0,6,0,185,179
Tsholotsho,Tsholotsho South,Tsholotsho RDC,17,Mbalibali Primary School,7300TSH1703,1,90,1,0,1,1,2,7,1,0,1,0,1,2,208,1,0,1,0,1,1,0,0,11,0,331,320
Tsholotsho,Tsholotsho South,Tsholotsho RDC,17,Wohlweni Tent,7300TSH1704,0,69,3,1,0,2,2,6,0,0,2,2,0,0,112,1,0,1,0,0,1,0,1,3,0,206,203
,,,,4 POLLING STATIONS,WARD TOTAL,3,362,7,1,2,7,4,30,5,1,4,3,2,4,566,3,0,3,0,1,3,0,1,27,0,1039,1012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho South,Tsholotsho RDC,18,Mathe Primary School,7300TSH1801,0,86,2,0,0,1,2,40,1,0,0,1,0,1,188,1,0,0,3,1,0,1,1,5,0,334,329
Tsholotsho,Tsholotsho South,Tsholotsho RDC,18,Nkunzi RG Sub-Office Tent,7300TSH1802,1,18,6,0,2,0,0,10,1,1,0,0,0,1,204,2,0,0,0,0,0,0,0,6,0,252,246
Tsholotsho,Tsholotsho South,Tsholotsho RDC,18,Thabayi Dip Tank Tent,7300TSH1803,0,4,2,0,0,2,1,2,0,0,0,1,0,0,185,2,0,0,2,0,0,0,0,3,0,204,201
Tsholotsho,Tsholotsho South,Tsholotsho RDC,18,Thetshaneni Primary School,7300TSH1804,0,48,1,0,0,2,0,7,0,1,1,0,0,0,148,1,0,1,1,0,1,1,2,4,0,219,215
,,,,4 POLLING STATIONS,WARD TOTAL,1,156,11,0,2,5,3,59,2,2,1,2,0,2,725,6,0,1,6,1,1,2,3,18,0,1009,991
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho South,Tsholotsho RDC,19,Chefunye Primary School,7300TSH1901,1,100,3,0,0,1,2,11,0,1,1,1,0,2,225,3,0,3,2,0,0,0,2,10,0,368,358
Tsholotsho,Tsholotsho South,Tsholotsho RDC,19,Denge Tent,7300TSH1902,1,18,2,0,2,2,1,4,0,0,1,1,0,1,91,1,0,0,0,0,0,0,1,5,0,131,126
Tsholotsho,Tsholotsho South,Tsholotsho RDC,19,Dikili Primary School,7300TSH1903,2,73,3,0,1,1,0,8,0,3,0,1,0,1,149,1,0,0,0,0,0,0,1,4,0,248,244
Tsholotsho,Tsholotsho South,Tsholotsho RDC,19,Dugwi Tent,7300TSH1904,4,43,1,0,0,3,0,3,0,0,0,1,2,0,189,0,1,0,0,0,1,0,1,5,0,254,249
Tsholotsho,Tsholotsho South,Tsholotsho RDC,19,Tshabanda Secondary School,7300TSH1905,1,46,6,0,3,0,0,8,0,0,0,0,0,1,218,1,0,0,1,0,0,0,0,6,0,291,285
,,,,5 POLLING STATIONS,WARD TOTAL,9,280,15,0,6,7,3,34,0,4,2,4,2,5,872,6,1,3,3,0,1,0,5,30,0,1292,1262
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho South,Tsholotsho RDC,20,Horton Primary School,7300TSH2001,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,2,0,47,45
Tsholotsho,Tsholotsho South,Tsholotsho RDC,20,Lushabe Primary School,7300TSH2002,1,3,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,1,0,171,170
Tsholotsho,Tsholotsho South,Tsholotsho RDC,20,Segewick Farm Tent,7300TSH2003,0,5,1,0,0,0,0,0,0,0,2,0,0,0,109,0,0,0,0,0,0,0,0,2,0,119,117
Tsholotsho,Tsholotsho South,Tsholotsho RDC,20,Sydney Malunga Primary School,7300TSH2004,0,19,1,0,0,4,0,3,0,0,0,0,0,0,230,3,0,0,0,0,2,0,1,9,0,272,263
,,,,4 POLLING STATIONS,WARD TOTAL,1,30,2,0,0,4,0,3,0,0,2,0,0,0,547,3,0,0,0,0,2,0,1,14,0,609,595
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho South,Tsholotsho RDC,22,Dombo Primary School,7300TSH2201,4,150,6,0,1,2,0,19,0,2,1,1,1,1,124,1,0,1,3,0,0,1,0,4,0,322,318
Tsholotsho,Tsholotsho South,Tsholotsho RDC,22,Mbambangamandla Hall,7300TSH2202,1,69,0,0,0,5,0,41,1,0,0,0,0,1,276,1,2,1,12,0,1,1,2,4,0,418,414
Tsholotsho,Tsholotsho South,Tsholotsho RDC,22,Mkhubazi Primary School,7300TSH2203,1,61,1,0,1,2,2,6,0,0,0,0,1,0,99,1,0,0,8,0,0,0,0,0,0,183,183
Tsholotsho,Tsholotsho South,Tsholotsho RDC,22,Mthanyelwana Tent,7300TSH2204,1,76,0,0,1,1,0,8,0,0,0,0,0,1,75,0,0,3,8,1,1,0,0,2,0,178,176
